time_h,policy,backlog_age_p95_High,backlog_n_High,backlog_age_p95_Medium,backlog_n_Medium,backlog_age_p95_Low,backlog_n_Low
0.0,FIFO,,0,,0,,0
24.0,FIFO,0.19523564250319816,1,,0,0.3509151622920921,3
48.0,FIFO,,0,,0,1.0186563729062998,2
72.0,FIFO,,0,0.8461235707101278,2,0.9036090378465008,1
96.0,FIFO,0.2532103886509738,1,1.8367713302863025,3,1.8107836162006883,2
120.0,FIFO,1.2532103886509738,1,2.8367713302863025,3,2.810783616200688,2
144.0,FIFO,2.253210388650974,1,3.8274190898624774,4,2.047100604930255,1
168.0,FIFO,,0,1.8941025962492468,1,3.047100604930255,1
192.0,FIFO,0.752160437048642,1,2.794441809357791,2,3.892076478052383,2
216.0,FIFO,1.7521604370486419,1,1.8375228930078062,2,,0
240.0,FIFO,,0,1.6336075501737521,1,0.3856202594580805,1
264.0,FIFO,,0,2.3197842053779056,4,1.3645311109604417,2
288.0,FIFO,,0,3.3197842053779056,4,2.343441962462803,3
312.0,FIFO,,0,2.5007812741696243,4,1.8069585091310951,1
336.0,FIFO,,0,1.4219827841924584,1,2.806958509131095,1
360.0,FIFO,,0,2.4219827841924584,1,3.806958509131095,1
384.0,FIFO,,0,,0,,0
408.0,FIFO,,0,0.8202399997277314,2,0.9438135330515524,3
432.0,FIFO,,0,1.8202399997277314,2,1.9438135330515522,3
456.0,FIFO,0.5748682129466395,3,2.820239999727731,2,2.928131865476615,4
480.0,FIFO,1.5486534900733262,4,3.12004425427296,2,3.6541357349227255,4
504.0,FIFO,2.548653490073326,4,4.12004425427296,2,2.6162885004144716,3
528.0,FIFO,3.548653490073326,4,5.12004425427296,2,3.543261932302005,4
552.0,FIFO,,0,0.48541694811446706,1,4.397208796077074,6
576.0,FIFO,0.5323597433734051,1,1.413179483326963,2,5.176775757795166,5
600.0,FIFO,1.532359743373405,1,2.4131794833269633,2,6.030384288084108,6
624.0,FIFO,2.532359743373405,1,3.4131794833269633,2,6.737601348661989,8
648.0,FIFO,3.532359743373405,1,4.340942018539459,3,5.569002660781155,7
672.0,FIFO,4.532359743373405,1,5.041869143840576,3,6.524751063841643,8
696.0,FIFO,5.274131631198991,2,6.041869143840576,3,7.480499466902132,9
720.0,FIFO,6.274131631198991,2,6.598321339566685,5,7.079244917122105,8
744.0,FIFO,7.274131631198991,2,3.9453872998477313,4,7.163948634825489,9
768.0,FIFO,8.274131631198992,2,4.945387299847731,4,8.163948634825488,9
792.0,FIFO,9.274131631198992,2,5.910536764671787,5,9.091099148478698,10
816.0,FIFO,5.367797499885138,1,6.910536764671787,5,8.910568234779777,8
840.0,FIFO,6.052768643908032,2,5.208029584339246,3,9.389108350821878,8
864.0,FIFO,7.052768643908032,2,6.201269772795371,6,10.260444572558717,9
888.0,FIFO,8.052768643908031,2,7.196763231766121,8,9.10346513333933,9
912.0,FIFO,2.9384497155869536,2,8.19676323176612,8,9.796958083308608,13
936.0,FIFO,3.938449715586953,2,9.194509961251494,9,10.796958083308608,13
960.0,FIFO,4.809679050830891,3,10.194509961251494,9,11.72033132080093,14
984.0,FIFO,5.809679050830891,3,11.194509961251494,9,10.681554440699326,11
1008.0,FIFO,6.680908386074826,4,11.389511321473965,8,11.681554440699326,11
1032.0,FIFO,7.680908386074826,4,12.389511321473965,8,12.611815477942407,14
1056.0,FIFO,8.294596391806635,7,10.710988292627613,9,10.629011143030075,13
1080.0,FIFO,8.908284397538447,10,9.814624998913805,8,11.529092100944004,14
1104.0,FIFO,9.908284397538447,10,10.814624998913805,8,12.529092100944004,14
1128.0,FIFO,10.908284397538447,10,11.808089092212795,9,13.529092100944004,14
1152.0,FIFO,11.908284397538447,10,12.808089092212795,9,13.081291946944162,13
1176.0,FIFO,10.805013184690834,9,13.808089092212795,9,14.081291946944162,13
1200.0,FIFO,11.805013184690834,9,14.808089092212795,9,15.081291946944162,13
1224.0,FIFO,12.719163947124468,10,14.854469773706478,7,13.952230442524206,12
1248.0,FIFO,12.0631710900696,9,14.70577621315645,6,14.91263946464843,14
1272.0,FIFO,13.0631710900696,9,15.634106276189952,7,15.892843975710543,15
1296.0,FIFO,13.974214684591491,10,16.634106276189954,7,16.85325299783477,17
1320.0,FIFO,14.974214684591491,10,15.349144099443988,6,17.62239036288915,16
1344.0,FIFO,15.974214684591491,10,16.092827487600974,7,18.33250518397873,16
