scenario,policy,seed_count,high_started_median,high_arrivals_median,high_start_rate_mean,high_start_rate_lo,high_start_rate_hi,high_start_rate_n,wait_km_p50_h_mean,wait_km_p50_h_lo,wait_km_p50_h_hi,wait_km_p50_h_n,wait_km_p90_h_mean,wait_km_p90_h_lo,wait_km_p90_h_hi,wait_km_p90_h_n,wait_max_bound_h_mean,wait_max_bound_h_lo,wait_max_bound_h_hi,wait_max_bound_h_n,overline_B95_days_mean,overline_B95_days_lo,overline_B95_days_hi,overline_B95_days_n,util_mean_mean,util_mean_lo,util_mean_hi,util_mean_n,eow_start_share_mean_mean,eow_start_share_mean_lo,eow_start_share_mean_hi,eow_start_share_mean_n
S1_normal,CVSS-only,1,54.0,66.0,0.8181818181818182,,,1,60.27158103734155,,,1,,,,0,871.6017994161884,,,1,12.349480479349934,,,1,0.9054144776331438,,,1,0.03125,,,1
S1_normal,FIFO,1,47.0,66.0,0.7121212121212122,,,1,197.19991380487545,,,1,420.1537895162221,,,1,433.2242639941758,,,1,6.882101395936754,,,1,0.9352830331426547,,,1,0.08541666666666667,,,1
S1_normal,R-risk-only,1,61.0,66.0,0.9242424242424242,,,1,55.1407139726837,,,1,314.82932543259756,,,1,746.668919982131,,,1,10.9741220722604,,,1,0.938631864428273,,,1,0.051041666666666666,,,1
S1_normal,RD+WGPS,1,65.0,66.0,0.9848484848484849,,,1,43.304582110742786,,,1,90.84393950590902,,,1,96.55033425968475,,,1,1.6433063134620582,,,1,0.8692595279870992,,,1,0.0,,,1
S1_normal,RD-only,1,65.0,66.0,0.9848484848484849,,,1,43.304582110742786,,,1,90.84393950590902,,,1,96.55033425968475,,,1,1.6433063134620582,,,1,0.862546546008645,,,1,0.0,,,1
S1_normal,SPT,1,65.0,66.0,0.9848484848484849,,,1,42.64903229970105,,,1,90.84393950590902,,,1,97.5771367097982,,,1,1.5510227221178077,,,1,0.8436612381891341,,,1,0.0,,,1
S2_kev_burst,CVSS-only,1,45.0,60.0,0.75,,,1,72.28134945009873,,,1,674.3648877975136,,,1,1097.2491116293102,,,1,16.390956277167888,,,1,0.9054635294389672,,,1,0.07395833333333333,,,1
S2_kev_burst,FIFO,1,46.0,60.0,0.7666666666666667,,,1,257.2247248616126,,,1,378.2626756653957,,,1,433.35457626134416,,,1,8.330910738627123,,,1,0.9140466034656324,,,1,0.07142857142857142,,,1
S2_kev_burst,R-risk-only,1,53.0,60.0,0.8833333333333333,,,1,48.01085198838439,,,1,132.1910778539915,,,1,385.3365931890047,,,1,5.221261412549278,,,1,0.9078984038774948,,,1,0.02291666666666667,,,1
S2_kev_burst,RD+WGPS,1,55.0,60.0,0.9166666666666666,,,1,44.48134113838296,,,1,75.86449446503116,,,1,94.73592266316018,,,1,1.2737850092204963,,,1,0.8685573057680676,,,1,0.0,,,1
S2_kev_burst,RD-only,1,55.0,60.0,0.9166666666666666,,,1,44.48134113838296,,,1,75.86449446503116,,,1,94.73592266316018,,,1,1.2737850092204963,,,1,0.8426651637816047,,,1,0.0,,,1
S2_kev_burst,SPT,1,54.0,60.0,0.9,,,1,44.815400709827514,,,1,76.48939787168865,,,1,162.2491851215666,,,1,1.7390520171518637,,,1,0.8246749872275124,,,1,0.0,,,1
S3_lowcap_hetero,CVSS-only,1,16.0,56.0,0.2857142857142857,,,1,,,,0,,,,0,1288.9724530706492,,,1,25.000693569330142,,,1,0.9292058432320232,,,1,0.07291666666666666,,,1
S3_lowcap_hetero,FIFO,1,12.0,56.0,0.21428571428571427,,,1,,,,0,,,,0,971.0216889422812,,,1,18.958172087416433,,,1,0.9147672277666778,,,1,0.03125,,,1
S3_lowcap_hetero,R-risk-only,1,20.0,56.0,0.35714285714285715,,,1,,,,0,,,,0,1229.5032100665978,,,1,22.947154045212702,,,1,0.8291885998445623,,,1,0.03125,,,1
S3_lowcap_hetero,RD+WGPS,1,38.0,56.0,0.6785714285714286,,,1,133.2357183073783,,,1,,,,0,1147.8910553777728,,,1,18.66378639677774,,,1,0.9152280043740186,,,1,0.0,,,1
S3_lowcap_hetero,RD-only,1,38.0,56.0,0.6785714285714286,,,1,133.2357183073783,,,1,,,,0,1147.8910553777728,,,1,18.66378639677774,,,1,0.9152280043740186,,,1,0.0,,,1
S3_lowcap_hetero,SPT,1,35.0,56.0,0.625,,,1,132.84667620103443,,,1,,,,0,1147.8910553777728,,,1,17.78877560319926,,,1,0.8778020281540586,,,1,0.0,,,1
