time_h,policy,backlog_age_p95_High,backlog_n_High,backlog_age_p95_Medium,backlog_n_Medium,backlog_age_p95_Low,backlog_n_Low
0.0,RD-only,,0,,0,,0
24.0,RD-only,0.9449371752984286,1,0.3044603823995577,1,,0
48.0,RD-only,1.864641939263267,2,1.3044603823995577,1,,0
72.0,RD-only,,0,,0,0.8299195963358773,2
96.0,RD-only,0.2195444533471337,1,,0,1.8299195963358774,2
120.0,RD-only,1.1700322516518558,2,,0,2.805136081649744,3
144.0,RD-only,2.1700322516518553,2,,0,3.805136081649744,3
168.0,RD-only,3.1205200499565775,3,,0,4.805136081649745,3
192.0,RD-only,4.071007848261299,4,,0,5.780352566963611,4
216.0,RD-only,4.971983444870744,6,,0,6.755569052277478,5
240.0,RD-only,1.828793974073862,1,,0,7.730785537591345,6
264.0,RD-only,2.828793974073862,1,,0,8.70600202290521,7
288.0,RD-only,3.6682848507889907,2,0.9162580939713555,1,9.70600202290521,7
312.0,RD-only,4.507775727504119,3,1.9162580939713554,1,10.681218508219077,8
336.0,RD-only,5.507775727504119,3,2.9162580939713556,1,11.656434993532944,9
360.0,RD-only,6.3472666042192465,4,3.5702203622033055,3,12.656434993532944,9
384.0,RD-only,7.186757480934376,5,4.5702203622033055,3,13.63165147884681,10
408.0,RD-only,8.166128763552434,3,5.39720149631928,4,14.606867964160678,11
432.0,RD-only,8.503463553031008,5,6.39720149631928,4,15.606867964160678,11
456.0,RD-only,8.840798342509574,7,7.39720149631928,4,16.606867964160678,11
480.0,RD-only,9.17813313198815,9,8.39720149631928,4,17.606867964160678,11
504.0,RD-only,9.846800526727431,10,9.39720149631928,4,18.606867964160678,11
528.0,RD-only,10.846800526727431,10,10.39720149631928,4,19.606867964160678,11
552.0,RD-only,10.521470105684582,14,11.39720149631928,4,20.606867964160678,11
576.0,RD-only,12.846800526727431,10,12.39720149631928,4,21.606867964160678,11
600.0,RD-only,13.515467921466726,11,13.224182630435257,5,22.606867964160678,11
624.0,RD-only,14.515467921466726,11,14.051163764551232,6,23.582084449474543,12
648.0,RD-only,15.184135316206007,12,14.878144898667205,7,24.582084449474543,12
672.0,RD-only,16.184135316206007,12,15.878144898667204,7,25.55730093478841,13
696.0,RD-only,17.184135316206007,12,16.70512603278318,8,26.532517420102277,14
720.0,RD-only,17.190137500423862,15,17.359088301015127,10,27.507733905416146,15
744.0,RD-only,19.515467921466723,11,18.359088301015127,10,28.48295039073001,16
768.0,RD-only,20.184135316206007,12,19.359088301015127,10,29.433383361357745,18
792.0,RD-only,21.184135316206007,12,20.359088301015127,10,30.433383361357745,18
816.0,RD-only,22.184135316206007,12,21.186069435131106,11,31.433383361357745,18
840.0,RD-only,23.184135316206007,12,22.186069435131106,11,32.43338336135774,18
864.0,RD-only,24.184135316206007,12,23.186069435131106,11,33.43338336135774,18
888.0,RD-only,24.521470105684582,14,24.186069435131106,11,34.43338336135774,18
912.0,RD-only,26.84680052672743,10,25.186069435131106,11,35.43338336135774,18
936.0,RD-only,27.184135316206007,12,26.186069435131106,11,36.408599846671606,19
960.0,RD-only,27.190137500423862,15,27.186069435131106,11,37.408599846671606,19
984.0,RD-only,28.190137500423862,15,28.186069435131106,11,38.408599846671606,19
1008.0,RD-only,29.190137500423862,15,29.186069435131106,11,39.408599846671606,19
1032.0,RD-only,29.527472289902438,17,30.013050569247078,12,40.408599846671606,19
1056.0,RD-only,30.196139684641718,18,30.840031703363053,13,41.38381633198548,20
1080.0,RD-only,32.52147010568458,14,31.840031703363053,13,42.38381633198548,20
1104.0,RD-only,33.52147010568458,14,32.84003170336305,13,43.383816331985486,20
1128.0,RD-only,34.521470105684585,14,33.667012837479035,14,44.383816331985486,20
1152.0,RD-only,35.521470105684585,14,34.667012837479035,14,45.383816331985486,20
1176.0,RD-only,36.190137500423866,15,35.667012837479035,14,46.383816331985486,20
1200.0,RD-only,37.190137500423866,15,36.667012837479035,14,47.26191709410476,22
1224.0,RD-only,37.85880489516316,16,37.493993971595,15,48.16480137091016,23
1248.0,RD-only,39.521470105684585,14,38.493993971595,15,49.16480137091016,23
1272.0,RD-only,39.85880489516316,16,39.493993971595,15,50.06768564771557,24
1296.0,RD-only,40.19613968464172,18,40.493993971595,15,50.97056992452097,25
1320.0,RD-only,41.19613968464172,18,41.493993971595,15,51.97056992452097,25
1344.0,RD-only,42.19613968464172,18,42.493993971595,15,52.77633847813179,27
